review,classification,prediction,match,source
She strolls casually by and literally asks how we're doing.,neutral,neutral,True,dynasent_r1
"She says you should go to the one on McQueen and Pecos, and she is, as usual, right.",positive,positive,True,dynasent_r1
We were there for 6 hours and paid $24 hours for that.,neutral,neutral,True,dynasent_r2
A very stylish but ultimately extremely silly tale ... a slick piece of nonsense but nothing more .,negative,negative,True,sst_local
"It 's a flashy , star-splashed reduction .",neutral,positive,False,sst_local
"The crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us .",neutral,positive,False,sst_local
I just want to cry knowing I'll never have another hazelnut macchiato.,negative,negative,True,dynasent_r1
The movie stays afloat thanks to its hallucinatory production design .,positive,positive,True,sst_local
"I cleaned my plate, which is saying something as I never finish my food.",positive,positive,True,dynasent_r1
"No prime rib carving station, but instead a pre-carved pork loin slices. I was happy.",positive,positive,True,dynasent_r2
Checked this place out last night for the first time with my gf and some friends.,neutral,neutral,True,dynasent_r1
I just came back from Jim Jeon Salon.,neutral,neutral,True,dynasent_r1
"Ranging from funny to shattering and featuring some of the year 's best acting , Personal Velocity gathers plenty of dramatic momentum .",positive,positive,True,sst_local
"Sorry , Charlie",negative,neutral,False,sst_local
F-U-N!,positive,positive,True,dynasent_r1
Was givne a table about 3 minutes later...,positive,neutral,False,dynasent_r1
I make no promises for the next morning though.,neutral,neutral,True,dynasent_r1
The bar area is too loud and obnoxious.,negative,negative,True,dynasent_r2
"They happily took my money, but don't expect them to do anything else for you.",negative,negative,True,dynasent_r1
"-LRB- Gai -RRB- comes closer to any actress I can remember to personifying independence in its purest and , yes , most intimidating form .",positive,positive,True,sst_local
It tastes aaaammmaazzzing!,positive,positive,True,dynasent_r1
Mari and Marisol are the girls to be seen!!!,positive,positive,True,dynasent_r2
It had great reviews and I was also very excited to try the buttery buns Yelpers raved about.,positive,positive,True,dynasent_r1
"The attempt is courageous , even if the result is wildly uneven .",neutral,neutral,True,sst_local
Drove 40 miles from the west valley to check out this bakery and wow was I ever disappointed.,negative,negative,True,dynasent_r1
It didn't need any modifications and it worked in seconds.,positive,positive,True,dynasent_r1
"A thoughtful , provocative , insistently humanizing film .",positive,positive,True,sst_local
"A pleasant ramble through the sort of idoosyncratic terrain that Errol Morris has often dealt with ... it does possess a loose , lackadaisical charm .",positive,positive,True,sst_local
"I had been trying to buy a home for 2 1/2 years, put in multiple offers with different agents and lost them all due to their lack of follow up!",negative,negative,True,dynasent_r1
I don't understand how this place isn't bangin' with a line out the door.,positive,positive,True,dynasent_r1
"This is what IMAX was made for : Strap on a pair of 3-D goggles , shut out the real world , and take a vicarious voyage to the last frontier -- space .",positive,positive,True,sst_local
What could have been a neat little story about believing in yourself is swamped by heavy-handed melodrama .,negative,negative,True,sst_local
While we waited the same cashier came over and give us a sample of the BBQ chips.,positive,positive,True,dynasent_r1
But I wouldn't recommend for a girl/woman to order it unless she has a big appetite.,negative,negative,True,dynasent_r1
Lead provocatuers Testud and Parmentier give superlative performances,positive,positive,True,sst_local
I think they thought we were doing family style which we were not.,negative,neutral,False,dynasent_r1
They cut corners off the bread they placed with the chicken on the side.,neutral,neutral,True,dynasent_r2
"in conclusion, i really need a new cup of tea and one more cupcake....... i'm thinking chocolate this time.",positive,positive,True,dynasent_r1
"We made a few stops, and then I finally made it to my hotel, about an hour and some change after I landed.",neutral,neutral,True,dynasent_r1
We got this pastry at the drop of a hat and we not pleased nor displeased.,neutral,positive,False,dynasent_r2
If I remember right I believe she chose them just based on location with no recommendations.,neutral,neutral,True,dynasent_r1
I did want to try Missy because it sounded like she does a really good job.,positive,positive,True,dynasent_r1
Boy did we feel out of place.,negative,negative,True,dynasent_r1
$17 for one piece or $27 for two that is the deal on a crate of firm melons,neutral,positive,False,dynasent_r2
Talking about persistent!!!,neutral,negative,False,dynasent_r1
"And in winter please turn the heat up a little, our food got cold much too quickly in the chilly air.",negative,negative,True,dynasent_r1
My kids love the Pho.,positive,positive,True,dynasent_r1
"Liman , of Swingers and Go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase .",negative,negative,True,sst_local
"Bought clear heels from this store.Needed them for my girlfriends wedding due to her choice of bridesmaids dress color baby blue...wore shoes for 2 hours and lining of shoes came unglued,luckyly I brought an extra outfit and shoes to change into!",negative,negative,True,dynasent_r1
"Bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences .",neutral,negative,False,sst_local
Agree with anything the client wants to when it comes to what they want and just get them to pay.,neutral,neutral,True,dynasent_r1
How can you not handle volume at your location in the center of town?,negative,negative,True,dynasent_r1
I had been excited to try this place after seeing it on New Day Cleveland on Cinco de Mayo.,neutral,positive,False,dynasent_r1
You can get the food cheaper because they do take coupons. what is on your mind,positive,positive,True,dynasent_r2
The bake was good and it was enable,positive,positive,True,dynasent_r2
Merchant effectively translates Naipaul 's lively mix of characters from the page to screen .,positive,positive,True,sst_local
Its disappointing finding out she's transferring to a Laseraway in NYC!!!!!!!!!!,negative,negative,True,dynasent_r1
It's nice to call or text and have stuff ready and waiting to go through before I even get there in their proper sizes.,positive,positive,True,dynasent_r1
I couldn't say enough nice things about it.,positive,positive,True,dynasent_r1
"(For a point of reference, before last night I have 8 tattoos and 10 piercings.)",neutral,neutral,True,dynasent_r1
"An impossible romance , but we root for the patronized Iranian lad .",positive,positive,True,sst_local
"When I'm on this block again, I know I should try one of the other stalls but damn, it'll be hard not to just return to T&T for the exact same order.",positive,positive,True,dynasent_r1
I strongly recommend the restaurant. If you are blind and have no taste.,negative,negative,True,dynasent_r2
"It is , by conventional standards , a fairly terrible movie ... but it is also weirdly fascinating , a ready-made Eurotrash cult object .",neutral,neutral,True,sst_local
"Unless you are in dire need of a Diesel fix , there is no real reason to see it .",negative,negative,True,sst_local
"The food was decent, so I'll start with that.",positive,positive,True,dynasent_r2
